GO	description	category	ERR977403	ERR977404	ERR977405	ERR977406	ERR977407	ERR977408	ERR977409	ERR977410	ERR977411	ERR977412	ERR977413	ERR977414	ERR977415	ERR977416	ERR977417	ERR977418	ERR977419	ERR977420	ERR977421	ERR977422	ERR977423	ERR977424	ERR977425
GO:0006644	phospholipid metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
GO:0006650	glycerophospholipid metabolic process	biological process	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	1	3	4	0	1	0
GO:0006659	phosphatidylserine biosynthetic process	biological process	0	0	0	0	0	0	0	2	0	2	0	1	1	1	7	10	4	2	1	1	2	1	13
GO:0006662	glycerol ether metabolic process	biological process	384	351	633	384	45	52	253	87	10	8	9	20	21	16	59	55	46	82	74	67	0	0	0
GO:0006665	sphingolipid metabolic process	biological process	0	0	0	0	2	3	15	10	1	3	0	1	3	4	8	12	7	30	16	19	0	0	1
GO:0006672	ceramide metabolic process	biological process	29	37	75	54	3	3	13	9	16	12	20	10	9	2	39	33	28	28	25	22	4	4	12
GO:0006683	galactosylceramide catabolic process	biological process	0	0	0	0	0	0	2	1	0	1	1	0	1	2	4	6	4	39	42	34	3	4	11
GO:0006691	leukotriene metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0006694	steroid biosynthetic process	biological process	462	461	807	369	147	126	698	236	604	532	492	582	529	545	1518	1421	1401	1378	1322	1343	306	561	782
GO:0006695	cholesterol biosynthetic process	biological process	0	0	0	0	2	0	1	8	0	1	0	0	0	0	6	2	3	1	2	4	0	1	3
GO:0006725	cellular aromatic compound metabolic process	biological process	1148	1407	2620	1727	562	689	2966	686	2392	2337	2305	2793	2735	2605	3122	2911	2960	14733	14336	14216	2005	2626	6659
GO:0006729	tetrahydrobiopterin biosynthetic process	biological process	1209	1026	1973	1248	142	145	664	262	520	507	511	699	654	716	1882	1864	1797	2367	2305	2285	893	1388	2337
GO:0006730	one-carbon metabolic process	biological process	3376	3651	6394	4163	468	581	2668	841	2026	2133	2113	3193	3191	3109	5376	5435	5243	9593	9676	9416	3002	4453	7965
GO:0006741	NADP biosynthetic process	biological process	1405	1108	2201	1006	263	266	1294	362	664	658	660	869	942	915	2426	2335	2305	3557	3442	3503	878	1469	2284
GO:0006742	NADP catabolic process	biological process	0	0	0	0	4	7	39	12	31	27	36	33	41	27	184	167	167	218	233	178	43	92	233
GO:0006744	ubiquinone biosynthetic process	biological process	501	707	1265	947	48	50	250	81	282	262	258	156	181	179	826	817	843	3041	2878	2844	83	119	555
GO:0006749	glutathione metabolic process	biological process	2153	3273	5814	3812	870	926	4580	1244	3654	3538	3324	4467	4369	4292	5690	5630	5382	14166	14136	13704	3751	5933	8490
GO:0006750	glutathione biosynthetic process	biological process	522	684	1315	841	184	195	806	247	1022	1066	997	1109	1028	1162	1886	1894	1819	8394	8402	8226	1187	1278	3985
GO:0006754	ATP biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
GO:0006760	folic acid-containing compound metabolic process	biological process	725	673	1200	696	112	135	658	184	424	365	363	610	560	622	1098	1142	1120	2233	2191	2099	251	598	683
GO:0006772	thiamine metabolic process	biological process	0	0	0	0	3	9	45	8	1	1	3	1	1	2	0	0	1	0	0	0	0	0	0
GO:0006777	Mo-molybdopterin cofactor biosynthetic process	biological process	4318	3965	7244	3722	641	742	3497	882	2277	2351	2320	3311	3323	3237	7587	7674	7460	12180	12350	11840	3433	6283	8988
GO:0006778	porphyrin-containing compound metabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0006779	porphyrin-containing compound biosynthetic process	biological process	3405	3482	6224	3667	530	646	3109	930	2233	2217	2223	2756	2797	2724	7244	7499	7469	15885	15785	15803	2638	3715	8718
GO:0006783	heme biosynthetic process	biological process	2207	2017	3821	2060	279	345	1549	388	1049	1091	1027	1907	1768	1687	3717	3784	3748	7066	7117	7068	1251	2148	3454
GO:0006784	heme a biosynthetic process	biological process	648	972	1549	1069	210	232	1133	335	788	783	761	771	733	688	1276	1239	1283	3667	3531	3544	606	804	1616
GO:0006788	heme oxidation	biological process	0	0	0	0	13	21	99	27	47	41	47	72	60	69	16	12	9	250	218	224	42	100	152
GO:0006796	phosphate-containing compound metabolic process	biological process	335	484	811	542	196	234	971	385	812	788	781	1132	1115	1091	2799	2904	2867	4531	4776	4637	1523	2282	5241
GO:0006797	polyphosphate metabolic process	biological process	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006801	superoxide metabolic process	biological process	550	825	1521	987	356	379	1715	712	1672	1717	1641	1999	1959	1977	2706	2885	2783	7415	7486	7540	2232	3610	6949
GO:0006807	nitrogen compound metabolic process	biological process	20017	18795	33864	18198	3147	3450	16323	4894	10139	9747	9637	16366	15884	16192	31180	30847	29870	57826	57142	55525	13914	23719	36317
GO:0006808	regulation of nitrogen utilization	biological process	1088	1034	1961	1140	249	270	1278	287	759	795	766	1157	1126	1116	2848	2796	2857	4757	4822	4702	1421	2129	3645
GO:0006809	nitric oxide biosynthetic process	biological process	0	0	0	0	3	1	7	2	5	8	5	25	23	23	7	11	10	14	14	22	14	21	47
GO:0006810	transport	biological process	156886	141656	256997	138489	25269	27135	124551	40584	80317	77239	75318	125878	122622	118685	210160	206925	201024	558269	547595	535001	54944	87733	168675
GO:0006811	ion transport	biological process	294	445	740	479	51	45	233	101	140	128	104	90	94	87	146	161	157	259	274	240	25	67	103
GO:0006812	cation transport	biological process	12240	12034	22116	13288	1853	2102	9776	2865	3719	3458	3413	5957	5602	5420	9708	9418	9138	20102	19556	18840	2505	4072	6745
GO:0006813	potassium ion transport	biological process	8454	7208	12574	6832	1410	1523	7246	2163	4267	4365	4200	7667	7499	7353	7966	7836	7900	16728	16299	16505	6227	11610	15317
GO:0006814	sodium ion transport	biological process	3493	3109	5174	2973	748	836	3990	1114	2574	2473	2490	3197	3038	3008	3485	3437	3333	9750	9642	9581	3386	5156	9649
GO:0006816	calcium ion transport	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0006817	phosphate ion transport	biological process	906	733	1461	663	214	217	976	336	644	689	668	890	850	813	2880	2710	2660	4198	4182	4017	311	453	872
GO:0006820	anion transport	biological process	0	0	0	0	5	0	3	5	28	34	27	18	7	6	0	0	1	14	20	7	15	52	46
GO:0006821	chloride transport	biological process	415	587	992	773	222	256	1199	346	468	358	384	526	444	446	350	389	374	2632	2666	2555	447	737	1133
GO:0006824	cobalt ion transport	biological process	0	0	0	0	1	4	15	1	4	6	3	8	9	6	0	1	0	9	13	9	8	9	43
GO:0006825	copper ion transport	biological process	0	0	1	1	7	19	96	20	6	9	9	6	7	3	9	11	10	4	9	9	1	1	10
GO:0006826	iron ion transport	biological process	1809	1403	2662	1491	83	102	397	122	403	400	400	609	560	507	1908	1987	1753	2757	2819	2626	203	341	721
GO:0006827	high-affinity iron ion transmembrane transport	biological process	223	310	591	383	70	89	413	109	175	170	145	280	260	225	300	320	294	940	928	883	102	196	312
GO:0006836	neurotransmitter transport	biological process	230	403	697	524	39	44	158	103	134	135	114	129	147	128	184	182	179	345	312	305	153	233	508
GO:0006850	mitochondrial pyruvate transport	biological process	0	0	0	0	1	0	1	2	0	0	1	0	0	0	5	2	0	0	1	1	2	3	7
GO:0006855	drug transmembrane transport	biological process	1516	1339	2423	1229	355	384	1850	550	891	793	799	868	781	770	2033	2002	1976	3972	3746	3564	95	131	280
GO:0006857	oligopeptide transport	biological process	72	86	204	137	41	44	159	94	159	149	154	107	121	118	354	331	341	730	733	659	150	177	390
GO:0006858	extracellular transport	biological process	368	314	561	327	25	20	145	39	99	65	71	62	74	67	378	394	373	951	906	864	29	25	119
GO:0006865	amino acid transport	biological process	108	184	272	115	220	228	1263	301	432	385	397	681	629	606	633	621	566	4921	4888	4726	91	98	471
GO:0006869	lipid transport	biological process	0	0	1	0	4	5	9	11	9	3	5	4	6	5	16	14	9	21	24	20	0	13	21
GO:0006874	cellular calcium ion homeostasis	biological process	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006878	cellular copper ion homeostasis	biological process	1283	929	1677	810	17	19	96	35	289	288	322	178	151	170	1180	1117	1095	1483	1499	1395	181	218	1199
GO:0006879	cellular iron ion homeostasis	biological process	2638	2044	3916	2082	224	244	999	374	877	863	881	1138	1081	1047	3038	3119	2884	5076	5143	4829	554	831	1645
GO:0006885	regulation of pH	biological process	2536	2039	3333	1765	349	436	2111	474	1206	1210	1241	1728	1529	1632	1315	1293	1270	4557	4564	4467	1763	2987	4254
GO:0006886	intracellular protein transport	biological process	1795	1417	2939	1811	352	436	1905	884	946	887	863	1336	1280	1196	2907	3024	2861	4268	4301	4144	1008	1826	3480
GO:0006887	exocytosis	biological process	0	0	0	0	0	0	0	6	1	0	1	1	1	0	1	2	2	7	3	1	0	1	2
GO:0006888	ER to Golgi vesicle-mediated transport	biological process	0	0	0	0	1	0	0	5	2	0	1	2	3	3	16	13	13	29	39	48	5	22	66
GO:0006890	retrograde vesicle-mediated transport, Golgi to ER	biological process	0	0	0	0	0	0	2	0	0	2	2	3	0	3	5	5	5	2	13	5	1	3	5
GO:0006891	intra-Golgi vesicle-mediated transport	biological process	0	0	0	0	0	0	2	1	0	0	0	0	1	0	3	2	1	0	4	1	0	0	3
GO:0006897	endocytosis	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	3	11	9	10	0	2	5
GO:0006904	vesicle docking involved in exocytosis	biological process	0	0	0	0	0	1	4	5	2	1	0	5	1	3	10	11	12	33	28	18	2	9	30
GO:0006913	nucleocytoplasmic transport	biological process	0	0	0	0	0	0	1	2	0	1	0	1	0	1	0	1	1	2	1	0	0	1	2
GO:0006914	autophagy	biological process	0	0	0	0	0	0	0	1	0	0	2	5	2	1	6	1	1	7	19	11	2	5	8
GO:0006915	apoptotic process	biological process	0	0	0	0	1	1	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	2
GO:0006928	movement of cell or subcellular component	biological process	460	413	719	360	19	24	91	23	113	118	85	117	144	109	709	603	663	933	909	989	70	92	275
GO:0006935	chemotaxis	biological process	9874	8686	16105	8661	766	648	3168	1068	2545	2563	2352	2558	2410	2355	15421	15305	15043	32271	31891	31167	2425	3338	7254
GO:0006936	muscle contraction	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006940	regulation of smooth muscle contraction	biological process	0	0	0	0	0	0	0	0	2	0	1	1	1	1	3	7	13	0	1	0	2	1	2
GO:0006950	response to stress	biological process	14461	12744	23043	12535	1561	1719	7980	2441	3518	3446	3230	5837	5691	5596	12991	12574	12253	19583	19141	18833	3797	6400	9648
GO:0006952	defense response	biological process	1	1	0	0	6	6	32	8	18	13	14	14	15	19	10	19	26	17	39	26	19	25	69
GO:0006953	acute-phase response	biological process	0	0	0	0	0	2	4	0	1	2	2	3	3	2	31	29	28	32	28	23	2	1	17
GO:0006954	inflammatory response	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
GO:0006955	immune response	biological process	1	0	0	0	1	1	6	21	7	4	7	6	2	6	18	12	15	12	16	14	9	8	27
GO:0006974	cellular response to DNA damage stimulus	biological process	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	2	0	1	1	1	4
GO:0006979	response to oxidative stress	biological process	1537	1596	3027	1952	555	605	2862	789	1822	1718	1693	1858	1849	1743	2668	2836	2765	7948	7778	7836	1816	2493	5192
GO:0006998	nuclear envelope organization	biological process	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	1
GO:0007005	mitochondrion organization	biological process	0	0	0	0	4	4	8	3	6	10	7	19	11	14	103	100	94	93	103	97	4	10	19
GO:0007009	plasma membrane organization	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	3	4
GO:0007010	cytoskeleton organization	biological process	0	0	0	0	1	0	2	2	5	3	1	2	1	3	11	7	14	25	37	33	2	30	41
GO:0007015	actin filament organization	biological process	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	0	0	3	8
GO:0007016	cytoskeletal anchoring at plasma membrane	biological process	0	0	0	0	0	0	3	1	1	0	1	0	2	0	2	1	0	2	1	1	1	2	2
GO:0007017	microtubule-based process	biological process	30	22	52	17	9	4	32	49	24	35	28	35	21	25	97	101	106	164	156	165	58	126	415
GO:0007018	microtubule-based movement	biological process	0	0	0	0	12	6	32	73	71	57	56	25	34	21	237	236	224	951	946	958	101	467	2267
GO:0007020	microtubule nucleation	biological process	0	0	0	0	0	0	2	4	0	2	0	0	0	1	5	5	8	10	16	20	1	3	3
GO:0007021	tubulin complex assembly	biological process	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	6	2	5	1	0	3
GO:0007023	post-chaperonin tubulin folding pathway	biological process	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	6	2	5	1	0	3
GO:0007029	endoplasmic reticulum organization	biological process	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	2	3
GO:0007030	Golgi organization	biological process	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	1	2	2	1
GO:0007031	peroxisome organization	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	2	1	0	1	4
GO:0007034	vacuolar transport	biological process	0	0	0	0	2	0	0	3	1	1	1	1	0	4	5	5	9	27	19	15	1	6	25
GO:0007049	cell cycle	biological process	2273	2111	3934	2247	235	245	1118	485	663	674	660	814	838	781	2799	2835	2767	5023	4832	4919	731	1140	2492
GO:0007050	cell cycle arrest	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GO:0007059	chromosome segregation	biological process	0	0	0	0	4	2	13	13	32	24	19	7	6	7	13	14	13	62	54	56	8	39	232
GO:0007064	mitotic sister chromatid cohesion	biological process	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	2	0	1	3
GO:0007067	mitotic nuclear division	biological process	0	0	0	0	0	0	1	1	2	2	1	0	0	0	3	2	3	6	3	6	2	4	10
GO:0007076	mitotic chromosome condensation	biological process	0	0	0	0	0	0	1	4	0	2	0	0	1	0	6	4	2	4	4	9	1	5	14
GO:0007094	mitotic spindle assembly checkpoint	biological process	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	4	2	0	0	0
GO:0007130	synaptonemal complex assembly	biological process	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0007131	reciprocal meiotic recombination	biological process	0	1	0	0	0	0	1	2	1	1	0	2	0	0	0	0	0	1	0	0	1	2	2
GO:0007154	cell communication	biological process	0	0	0	0	136	125	661	262	350	353	319	561	470	479	1397	1359	1330	916	854	868	118	181	333
GO:0007155	cell adhesion	biological process	1711	1614	3011	1794	372	385	1847	689	1066	998	1061	824	859	857	3675	3664	3452	6342	6147	5825	580	961	2017
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	biological process	37	36	99	48	158	123	699	267	404	424	408	1279	1122	1185	5199	5095	5126	3580	3501	3368	395	846	997
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	biological process	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0007160	cell-matrix adhesion	biological process	0	0	0	0	3	5	10	4	8	6	4	7	4	6	6	2	2	3	5	4	1	4	8
GO:0007165	signal transduction	biological process	25127	21373	39653	21623	3909	3940	18739	6022	14908	14408	13955	16297	15934	15652	46236	45496	44022	96398	95106	92402	13031	21721	36748
GO:0007166	cell surface receptor signaling pathway	biological process	0	0	0	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	2	1	0	12	12
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	1	2	0	0	0	0	1
GO:0007172	signal complex assembly	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0007179	transforming growth factor beta receptor signaling pathway	biological process	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	1	1	1	0	1	5	3
GO:0007186	G-protein coupled receptor signaling pathway	biological process	0	0	0	0	5	3	16	31	5	12	12	6	6	3	20	24	24	35	33	34	17	63	99
GO:0007205	protein kinase C-activating G-protein coupled receptor signaling pathway	biological process	0	0	0	0	0	0	0	3	1	0	0	0	3	2	5	4	6	3	4	3	2	12	28
GO:0007213	G-protein coupled acetylcholine receptor signaling pathway	biological process	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007217	tachykinin receptor signaling pathway	biological process	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007218	neuropeptide signaling pathway	biological process	3	2	8	6	0	1	12	4	13	8	12	9	9	8	16	18	15	22	37	26	18	16	45
GO:0007219	Notch signaling pathway	biological process	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
GO:0007264	small GTPase mediated signal transduction	biological process	2	0	0	0	67	71	251	168	206	187	153	304	294	259	513	491	487	530	527	540	173	630	1536
GO:0007267	cell-cell signaling	biological process	0	0	0	0	0	0	2	1	1	1	2	1	4	2	8	6	9	2	1	5	2	5	6
GO:0007268	chemical synaptic transmission	biological process	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	1	4	4	0	1	1
GO:0007269	neurotransmitter secretion	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
GO:0007275	multicellular organism development	biological process	0	0	0	0	2	2	18	21	24	17	18	7	12	9	32	34	25	49	60	55	10	20	26
GO:0007276	gamete generation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0007283	spermatogenesis	biological process	0	0	0	0	0	0	0	0	1	5	0	0	1	1	5	2	2	0	3	1	0	0	1
GO:0007304	chorion-containing eggshell formation	biological process	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO:0007338	single fertilization	biological process	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	2	2	1	0	0	0
GO:0007586	digestion	biological process	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0007596	blood coagulation	biological process	0	0	0	0	0	0	0	1	0	3	0	0	0	1	3	2	1	4	1	3	0	0	5
GO:0007601	visual perception	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
GO:0007606	sensory perception of chemical stimulus	biological process	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO:0007608	sensory perception of smell	biological process	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0
GO:0008009	chemokine activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0008013	beta-catenin binding	molecular function	0	0	0	0	0	0	0	0	0	3	2	0	1	2	2	7	2	6	8	9	2	2	10
GO:0008017	microtubule binding	molecular function	0	0	0	0	10	4	27	63	60	46	42	22	25	19	179	198	185	639	644	670	97	402	1945
GO:0008021	synaptic vesicle	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
GO:0008023	transcription elongation factor complex	cellular component	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0
GO:0008026	ATP-dependent helicase activity	molecular function	192	267	479	315	157	225	996	301	409	416	445	599	588	540	1116	1169	1155	2528	2510	2504	433	789	1312
GO:0008033	tRNA processing	biological process	10762	9592	17424	9876	1649	1732	8324	3250	7180	6966	6797	8216	8115	7952	22275	22032	21668	35410	35347	34740	8203	13025	25310
GO:0008047	enzyme activator activity	molecular function	490	421	694	323	51	50	250	55	74	73	90	100	97	101	156	167	165	275	305	251	85	90	237
GO:0008053	mitochondrial fusion	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
GO:0008061	chitin binding	molecular function	0	0	1	0	1	1	5	19	6	1	10	3	3	2	17	15	12	26	16	19	14	41	57
GO:0008063	Toll signaling pathway	biological process	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	1	0	3	1
GO:0008073	ornithine decarboxylase inhibitor activity	molecular function	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
GO:0008076	voltage-gated potassium channel complex	cellular component	6	7	16	0	49	52	214	79	50	38	49	95	86	85	68	45	54	372	368	365	3	2	8
GO:0008080	N-acetyltransferase activity	molecular function	3125	3145	5420	3211	1957	2237	10671	3446	5652	5357	5389	8782	8221	8203	8975	8481	8548	20068	19598	19138	3285	6959	8588
